key;fare_amount;pickup_datetime;pickup_longitude;pickup_latitude;dropoff_longitude;dropoff_latitude;passenger_count
09/03/2011 14:02;37;2011-03-09 14:02:41 UTC;-73976896;40788642;-73968678;40786165;1
04/07/2014 00:15;155;2014-07-04 00:15:12 UTC;-73982164;40761338;-73985224;40721763;1
20/06/2009 20:43;57;2009-06-20 20:43:56 UTC;-73986241;40777627;-73979972;40766116;1
07/01/2011 17:50;69;2011-01-07 17:50:35 UTC;-73980519;40760269;-73966572;40758862;1
19/06/2011 21:38;77;2011-06-19 21:38:00 UTC;-73993648;4075206;-73974187;40737088;1
21/07/2014 08:06;85;2014-07-21 08:06:00 UTC;-7396294;40776572;-73980537;4075385;1
28/05/2015 18:46;11;2015-05-28 18:46:55 UTC;-7,40015E+16;4,07464E+16;-7,39963E+14;4,07257E+16;1
17/05/2009 01:31;33;2009-05-17 01:31:54 UTC;-73982797;4074933;-7397781;40754679;3
14/09/2012 18:05;5;2012-09-14 18:05:00 UTC;-73958433;40764368;-73965572;40762902;1
12/05/2013 12:55;27;2013-05-12 12:55:41 UTC;-73960789;40811688;-74006785;40735469;1
09/02/2015 07:36;6;2015-02-09 07:36:30 UTC;-7,39737E+16;4,0744E+16;-7,39899E+16;4,07507E+16;1
23/06/2011 06:17;69;2011-06-23 06:17:11 UTC;-74005469;40739764;-74013781;40714855;1
05/06/2012 00:09;137;2012-06-05 00:09:55 UTC;-74003888;40722625;-7394146;40690281;1
04/10/2013 21:47;55;2013-10-04 21:47:00 UTC;-7397714;4075578;-73964915;40758152;1
13/05/2015 18:45;125;2015-05-13 18:45:06 UTC;-7,39819E+16;4,07602E+15;-7,39801E+16;4,07796E+16;2
11/02/2013 18:28;9;2013-02-11 18:28:00 UTC;-73987527;40732967;-74003808;40738442;2
25/10/2013 11:24;85;2013-10-25 11:24:00 UTC;-73995017;4074005;-73989658;40757857;1
01/10/2009 19:33;213;2009-10-01 19:33:00 UTC;-7397589;40740568;-7392866;4085108;1
13/11/2011 13:36;61;2011-11-13 13:36:45 UTC;-739849;407586;-739753;407462;1
09/12/2012 01:38;105;2012-12-09 01:38:02 UTC;-73965316;4080102;-73933794;40794453;1
07/02/2014 07:46;7;2014-02-07 07:46:00 UTC;-73978565;40745165;-73973257;40759262;2
20/10/2014 06:45;7;2014-10-20 06:45:58 UTC;-73990628;40756217;-73972275;40762186;1
09/02/2015 16:08;155;2015-02-09 16:08:16 UTC;-7,39874E+16;4,07705E+16;-7,39436E+16;4,0812E+16;1
02/11/2011 20:51;69;2011-11-02 20:51:16 UTC;-7399082;4072468;-7398971;40712624;1
16/04/2010 21:00;81;2010-04-16 21:00:00 UTC;-7398119;40767208;-7397947;40764833;1
15/09/2012 03:34;28;2012-09-15 03:34:34 UTC;-73969603;40797803;-73888872;40747073;2
28/01/2009 08:06;101;2009-01-28 08:06:03 UTC;-73990869;40751119;-73982881;40727163;1
28/06/2009 03:43;65;2009-06-28 03:43:00 UTC;-73988008;40744393;-73979123;4073;1
24/09/2009 20:01;53;2009-09-24 20:01:59 UTC;-74001895;40724546;-73993061;40733546;1
12/03/2011 04:00;113;2011-03-12 04:00:07 UTC;-73997965;40725408;-73979896;40770541;2
08/04/2015 22:51;225;2015-04-08 22:51:22 UTC;-7,39898E+16;4,07676E+16;-7,39099E+16;4,07718E+16;2
16/10/2009 18:13;69;2009-10-16 18:13:13 UTC;-73998763;40719363;-73998582;40725977;1
28/08/2010 12:30;129;2010-08-28 12:30:23 UTC;-73967302;40766634;-74002814;40727245;2
03/04/2011 02:15;173;2011-04-03 02:15:53 UTC;-73999019;40749784;-73980839;40676545;1
29/01/2013 15:05;6;2013-01-29 15:05:53 UTC;-73994238;40741534;-74002041;40746918;1
12/08/2012 11:15;197;2012-08-12 11:15:00 UTC;-73901047;40752725;-73942832;40777732;1
14/05/2015 09:47;95;2015-05-14 09:47:37 UTC;-7,3989E+14;4,07367E+14;-7,39815E+16;4,07499E+14;1
15/03/2014 03:55;10;2014-03-15 03:55:32 UTC;-73985697;40722209;-73997424;40744882;1
21/05/2012 21:13;49;2012-05-21 21:13:00 UTC;-74006225;4073364;-7399245;4073885;1
30/01/2009 07:42;49;2009-01-30 07:42:17 UTC;-73983343;40765622;-73986257;40756138;1
10/01/2010 13:44;25;2010-01-10 13:44:35 UTC;-73983934;40754938;-73983934;40754938;1
27/02/2011 00:52;77;2011-02-27 00:52:00 UTC;-74007673;40715407;-74002625;4073942;2
15/05/2015 14:48;85;2015-05-15 14:48:04 UTC;-7,39672E+16;4,07632E+16;-7,39755E+16;4,07504E+14;1
11/07/2009 19:21;69;2009-07-11 19:21:00 UTC;-73962002;40763507;-73981502;40756178;1
10/03/2010 11:52;37;2010-03-10 11:52:00 UTC;-73793323;40657012;-73795832;40655422;5
06/10/2013 01:34;11;2013-10-06 01:34:58 UTC;-73997814;40763927;-7400801;40731151;1
30/11/2014 21:18;21;2014-11-30 21:18:30 UTC;-73885276;4077308;-7394475;40708681;1
28/06/2009 07:39;101;2009-06-28 07:39:00 UTC;-739251;40768552;-73938113;4075454;1
28/07/2011 07:54;45;2011-07-28 07:54:00 UTC;-73962648;40762925;-73969325;4075389;1
10/01/2012 19:06;45;2012-01-10 19:06:00 UTC;-73996778;40724492;-73990052;40732387;1
06/07/2012 08:55;125;2012-07-06 08:55:16 UTC;-73949761;40796093;-73979753;40759129;1
09/09/2012 16:20;14;2012-09-09 16:20:11 UTC;-73978067;4076016;-74003778;40723772;1
06/06/2013 19:47;6;2013-06-06 19:47:00 UTC;-7399717;40745557;-7398403;40743242;5
06/06/2013 19:47;10;2013-06-06 19:47:00 UTC;-73974575;4075316;-73949765;40772167;1
12/10/2009 07:24;109;2009-10-12 07:24:52 UTC;-73994313;40750622;-74016111;40714748;1
22/12/2012 22:39;55;2012-12-22 22:39:00 UTC;-73971043;40750122;-73966605;40760342;2
21/01/2013 13:53;75;2013-01-21 13:53:00 UTC;-73976202;4075751;-73984675;40754135;2
09/12/2014 10:46;165;2014-12-09 10:46:31 UTC;-74002192;40755675;-73986288;40761898;1
09/02/2015 07:33;95;2015-02-09 07:33:57 UTC;-7,3956E+16;4,07787E+16;-7,39756E+16;4,07566E+14;1
16/03/2011 18:24;41;2011-03-16 18:24:00 UTC;-7394441;4075188;-7394441;4075188;1
26/06/2013 15:06;4233;2013-06-26 15:06:41 UTC;-74004398;40719194;-73866267;40771051;1
10/09/2011 10:52;57;2011-09-10 10:52:34 UTC;-73965411;40763542;-73954223;4077016;1
05/10/2014 12:32;205;2014-10-05 12:32:00 UTC;-73989908;40767247;-74010137;40720075;2
05/11/2009 21:51;57;2009-11-05 21:51:00 UTC;-73973769;40747749;-73977845;40734123;1
01/07/2010 13:52;61;2010-07-01 13:52:31 UTC;-73884987;40692988;-73884987;40692988;1
14/07/2013 08:41;105;2013-07-14 08:41:03 UTC;-73985014;40738516;-73963001;40775135;1
29/07/2014 18:09;10;2014-07-29 18:09:00 UTC;-73969028;40754395;-73948758;40777852;1
09/04/2010 14:01;49;2010-04-09 14:01:00 UTC;-73975682;40787995;-73976678;40776442;1
09/11/2010 06:52;29;2010-11-09 06:52:00 UTC;-74012035;40747907;-74012148;40746697;1
20/03/2011 15:23;49;2011-03-20 15:23:00 UTC;-73973333;40743833;-73977713;4075146;1
23/07/2014 19:21;55;2014-07-23 19:21:00 UTC;-73998167;40750045;-73989677;40744912;2
21/02/2015 14:36;335;2015-02-21 14:36:58 UTC;-7,39438E+16;4,08358E+16;-7,40138E+16;4,07024E+16;1
19/05/2013 13:48;9;2013-05-19 13:48:00 UTC;-73989565;40767505;-7399719;40760277;2
07/08/2014 20:19;45;2014-08-07 20:19:00 UTC;-73982332;40769287;-7398411;40761717;2
19/04/2011 22:53;45;2011-04-19 22:53:00 UTC;-73981405;40741272;-7397165;40746552;1
13/03/2009 10:15;97;2009-03-13 10:15:47 UTC;-74005775;40745495;-73977129;4075178;1
06/05/2012 01:59;73;2012-05-06 01:59:00 UTC;-73983962;40725397;-74004268;40721073;1
08/03/2010 11:35;65;2010-03-08 11:35:06 UTC;-73967554;4080309;-7398121;40781536;2
02/05/2015 19:36;23;2015-05-02 19:36:17 UTC;-7,39717E+16;4,0795E+16;-7,39996E+15;4,07283E+16;1
11/11/2010 10:38;105;2010-11-11 10:38:06 UTC;-74004864;40742564;-7397989;40739467;1
26/09/2013 18:18;105;2013-09-26 18:18:11 UTC;-73981938;40744894;-74005338;40745974;1
04/09/2010 12:45;65;2010-09-04 12:45:32 UTC;-73980622;40745157;-73975777;40755863;1
13/06/2011 10:53;49;2011-06-13 10:53:52 UTC;-73956664;40766989;-73961371;40772639;1
12/12/2013 21:26;75;2013-12-12 21:26:40 UTC;-73988707;40734343;-73991737;40722582;1
08/03/2010 14:01;77;2010-03-08 14:01:00 UTC;-73952795;40776642;-7396532;40759412;5
28/02/2011 18:37;133;2011-02-28 18:37:41 UTC;-73983301;40743722;-73964523;40710758;1
19/04/2013 17:39;11;2013-04-19 17:39:00 UTC;-73985905;4074695;-7400212;40724325;1
15/04/2011 21:28;109;2011-04-15 21:28:00 UTC;-73959258;40767582;-73990297;40729233;1
22/08/2013 20:03;6;2013-08-22 20:03:00 UTC;-73974267;4075104;-73982512;40742592;1
19/07/2014 13:13;6;2014-07-19 13:13:00 UTC;-73976727;40788222;-73982272;40775337;4
02/07/2011 10:38;105;2011-07-02 10:38:00 UTC;-73921262;40743615;-73967383;40765162;1
12/09/2012 11:37;12;2012-09-12 11:37:00 UTC;-7397654;40790712;-73986872;40769192;1
28/03/2013 11:55;115;2013-03-28 11:55:51 UTC;-73992488;4073157;-73985167;40755113;1
04/09/2013 12:02;175;2013-09-04 12:02:00 UTC;-73969675;4075768;-74005165;40731492;3
19/12/2013 13:39;12;2013-12-19 13:39:48 UTC;-73982313;40768461;-73973183;40763971;1
06/06/2011 06:25;113;2011-06-06 06:25:32 UTC;-73939378;40815797;-73971867;40765775;1
15/12/2011 15:22;61;2011-12-15 15:22:00 UTC;-73993705;40746777;-7400611;4073307;1
20/04/2013 03:43;4;2013-04-20 03:43:00 UTC;-74001357;40741275;-7399466;40745642;1
26/10/2013 23:02;45;2013-10-26 23:02:22 UTC;-73958644;40772758;-73947013;40777503;1
09/01/2010 01:50;97;2010-01-09 01:50:18 UTC;-73984891;40748593;-73949589;40769847;1
29/01/2010 02:39;37;2010-01-29 02:39:00 UTC;-73970895;40761315;-7396863;40758763;1
11/08/2013 22:23;52;2013-08-11 22:23:00 UTC;-73784925;40648557;-7398395;4076985;1
13/09/2013 18:28;18;2013-09-13 18:28:40 UTC;-73977371;40788635;-74009668;4073324;1
06/06/2010 10:25;49;2010-06-06 10:25:14 UTC;-73982164;40735885;-73973708;40729327;1
15/02/2011 13:15;65;2011-02-15 13:15:28 UTC;-73997734;40741513;-73997734;40741513;1
09/08/2013 22:07;95;2013-08-09 22:07:00 UTC;-73975972;40748722;-74001088;40730947;6
20/10/2013 21:58;75;2013-10-20 21:58:00 UTC;-74000662;4073579;-73987972;4074084;3
08/02/2014 14:15;10;2014-02-08 14:15:00 UTC;-7400935;40716937;-73995022;40750047;1
20/01/2009 09:11;93;2009-01-20 09:11:00 UTC;-73989155;40773365;-73968092;40761885;1
05/05/2013 21:20;52;2013-05-05 21:20:00 UTC;-73972357;40755633;-73972357;40755633;1
23/12/2014 09:03;7;2014-12-23 09:03:00 UTC;-73985067;40727812;-73973442;40743745;1
01/08/2009 22:36;125;2009-08-01 22:36:38 UTC;-73991064;40734083;-73975779;40776242;1
25/01/2011 10:00;73;2011-01-25 10:00:39 UTC;-73970433;40760703;-73978233;40756635;2
10/12/2012 06:55;4;2012-12-10 06:55:22 UTC;-73982049;40768747;-7398623;40771902;1
14/08/2013 21:17;45;2013-08-14 21:17:28 UTC;-7397785;40748501;-73986888;40749084;1
21/12/2014 10:32;6;2014-12-21 10:32:02 UTC;-73977591;40758063;-73973072;40763646;4
10/10/2010 17:33;101;2010-10-10 17:33:55 UTC;-73979538;40743981;-73946895;40772515;1
21/04/2012 03:50;93;2012-04-21 03:50:00 UTC;-73956245;40771602;-73990963;4075061;4
10/08/2011 21:50;37;2011-08-10 21:50:53 UTC;-739822;407682;-739788;407632;1
23/10/2011 00:49;85;2011-10-23 00:49:26 UTC;-73988149;40743668;-73997849;40720636;2
24/02/2012 15:11;121;2012-02-24 15:11:00 UTC;-7397246;40781205;-739921;40752645;1
11/03/2014 21:45;5;2014-03-11 21:45:00 UTC;-73945522;40786465;-7395465;40781005;2
18/03/2010 20:48;89;2010-03-18 20:48:00 UTC;-7398708;40754477;-73978538;40729653;1
18/09/2011 00:24;101;2011-09-18 00:24:00 UTC;-73990695;40728322;-73997858;40756462;2
14/03/2013 19:06;115;2013-03-14 19:06:02 UTC;-73979994;40781038;-73948335;40780578;1
27/03/2009 22:32;45;2009-03-27 22:32:00 UTC;-73981628;40778442;-73971428;40792685;1
02/02/2012 17:10;317;2012-02-02 17:10:20 UTC;-73982972;40756096;-73861735;40768386;1
24/05/2011 09:53;73;2011-05-24 09:53:00 UTC;-73994133;4075106;-7398756;40754537;1
31/01/2014 18:13;45;2014-01-31 18:13:53 UTC;-73955155;40783387;-73961027;40775345;1
14/07/2010 19:16;125;2010-07-14 19:16:00 UTC;-7395421;40770278;-7398902;40740717;1
20/10/2011 19:51;529;2011-10-20 19:51:55 UTC;-73982771;40761852;-73962296;40590033;1
03/11/2011 14:47;61;2011-11-03 14:47:00 UTC;-73850417;40837168;-73850417;40837168;5
24/04/2013 16:27;55;2013-04-24 16:27:00 UTC;-7396025;40773182;-739652;40766205;1
10/01/2009 20:06;78;2009-01-10 20:06:45 UTC;-73980712;40744863;-73991101;4076021;1
05/10/2009 12:39;45;2009-10-05 12:39:40 UTC;-73973681;40748067;-73981022;40741705;1
13/07/2014 10:18;85;2014-07-13 10:18:15 UTC;-73998174;40735429;-73977197;40752399;1
23/10/2014 20:44;55;2014-10-23 20:44:00 UTC;-7398581;40731;-7398551;4072333;5
09/03/2014 16:32;4;2014-03-09 16:32:00 UTC;-7397427;4075106;-7397106;4075491;4
17/11/2011 21:11;77;2011-11-17 21:11:00 UTC;-73997892;40729047;-74013922;4071693;1
07/12/2010 06:22;161;2010-12-07 06:22:00 UTC;-73913687;40765605;-7395519;40764952;1
31/03/2014 22:52;155;2014-03-31 22:52:34 UTC;-73968228;40757341;-73951928;40809108;1
30/04/2010 10:27;69;2010-04-30 10:27:00 UTC;-73993452;40742192;-74006872;40751387;1
24/09/2009 15:15;81;2009-09-24 15:15:30 UTC;-73993715;40732782;-73980426;40746212;2
26/07/2010 19:25;69;2010-07-26 19:25:25 UTC;-73981738;40762325;-73993361;40744027;2
05/11/2011 18:29;129;2011-11-05 18:29:30 UTC;-740089;407094;-739854;407562;0
01/04/2012 17:17;73;2012-04-01 17:17:44 UTC;-73954598;40789447;-73967806;40762769;1
20/04/2013 18:02;65;2013-04-20 18:02:13 UTC;-7400492;40746935;-74008522;40740546;1
16/12/2014 01:05;4;2014-12-16 01:05:00 UTC;-74000425;40738002;-7399949;40743877;1
25/07/2010 01:25;129;2010-07-25 01:25:00 UTC;-73972287;40750382;-73922663;40760913;3
06/03/2011 17:56;65;2011-03-06 17:56:14 UTC;-73975692;40752039;-73975834;40765055;3
31/08/2009 16:19;101;2009-08-31 16:19:00 UTC;-73959833;40779887;-73962718;40754758;1
13/01/2011 11:39;45;2011-01-13 11:39:51 UTC;-73965152;40758632;-7396801;40763817;1
20/10/2011 20:37;89;2011-10-20 20:37:00 UTC;-73981473;40728968;-74004587;40747282;1
30/08/2012 07:25;89;2012-08-30 07:25:00 UTC;-74007322;40727417;-73989205;40750237;1
16/10/2012 13:35;10;2012-10-16 13:35:00 UTC;-74003297;40713787;-74003593;40736285;1
02/11/2013 15:33;105;2013-11-02 15:33:36 UTC;-73987711;40759812;-73980141;4078344;1
27/09/2012 13:53;185;2012-09-27 13:53:18 UTC;-74007243;40705354;-73993567;40752069;1
17/10/2013 20:43;65;2013-10-17 20:43:00 UTC;-73954605;40780362;-73973295;40785042;5
08/11/2014 00:32;8;2014-11-08 00:32:00 UTC;-73973667;40763047;-7399072;40756247;1
15/03/2015 02:49;165;2015-03-15 02:49:07 UTC;-7,39889E+14;4,0727E+16;-7,39859E+14;4,07729E+16;2
28/05/2010 19:32;81;2010-05-28 19:32:00 UTC;-73968175;40753835;-73984847;40725867;1
28/05/2011 13:01;93;2011-05-28 13:01:03 UTC;-73988507;40737133;-73988726;4075783;2
11/09/2011 17:32;2,89E+16;2011-09-11 17:32:31 UTC;-73872767;40773985;-73983907;40764247;2
18/12/2011 07:51;49;2011-12-18 07:51:00 UTC;-73975253;40725022;-73987407;40733418;5
22/01/2013 13:59;52;2013-01-22 13:59:00 UTC;-7395551;4076166;-73958368;40758507;5
15/08/2013 11:24;12;2013-08-15 11:24:10 UTC;-74012878;40716948;-7399314;4073744;1
22/10/2014 20:44;14;2014-10-22 20:44:19 UTC;-74002917;4072507;-74008962;40707086;2
01/02/2009 03:43;82;2009-02-01 03:43:38 UTC;-73980812;40744594;-73996219;40760795;2
09/04/2010 06:34;69;2010-04-09 06:34:00 UTC;-74002147;40729543;-73979438;40753182;1
14/03/2015 19:43;6;2015-03-14 19:43:47 UTC;-7,39576E+16;4,07655E+16;-7,39577E+16;4,07763E+16;5
10/12/2009 20:41;77;2009-12-10 20:41:29 UTC;-73967316;40756829;-73990129;40757449;1
29/06/2011 21:11;97;2011-06-29 21:11:00 UTC;-7395306;4077594;-73976002;40744725;1
30/07/2009 13:48;93;2009-07-30 13:48:00 UTC;-74002858;40744413;-73985505;40727713;1
03/08/2009 19:19;65;2009-08-03 19:19:38 UTC;-73991664;40738881;-73976258;40748295;2
24/06/2010 18:57;101;2010-06-24 18:57:05 UTC;-73988408;40774491;-73969966;40758931;1
16/10/2011 14:42;49;2011-10-16 14:42:58 UTC;-74009836;4071502;-74011218;40706948;1
05/11/2012 15:26;75;2012-11-05 15:26:34 UTC;-73975707;40760173;-73957261;40768576;1
18/05/2014 00:30;45;2014-05-18 00:30:19 UTC;-73997537;40720804;-74005102;40719126;4
13/03/2012 16:13;93;2012-03-13 16:13:43 UTC;-74003441;40727064;-73988998;40758489;1
07/10/2012 11:01;12;2012-10-07 11:01:00 UTC;-740106;40718787;-73997005;40725455;1
11/06/2015 14:50;13;2015-06-11 14:50:42 UTC;-7,39942E+14;4,07511E+16;-7,40056E+16;4,07259E+15;1
05/08/2009 16:57;65;2009-08-05 16:57:28 UTC;-73993981;40726827;-74003105;40738776;1
08/08/2010 02:37;109;2010-08-08 02:37:00 UTC;-73954628;40744273;-73914708;4077563;1
09/12/2010 17:55;53;2010-12-09 17:55:01 UTC;-73960327;40761756;-73951239;40777756;1
26/02/2013 08:09;12;2013-02-26 08:09:00 UTC;-73966152;40762627;-73973008;40740372;1
23/06/2009 14:22;109;2009-06-23 14:22:00 UTC;-73984797;40754107;-73956113;40763798;1
25/02/2010 00:23;65;2010-02-25 00:23:00 UTC;-73985262;40727632;-73971022;40751222;1
07/12/2013 09:18;65;2013-12-07 09:18:27 UTC;-73983777;40765009;-73977681;40753194;1
28/03/2009 01:28;209;2009-03-28 01:28:00 UTC;-73991832;40726272;-73959465;40642563;5
28/11/2010 10:43;81;2010-11-28 10:43:38 UTC;-74008076;40710593;-74002386;40739884;1
17/07/2012 01:25;41;2012-07-17 01:25:35 UTC;-74008567;40711612;-74013605;40702337;1
30/06/2013 18:42;105;2013-06-30 18:42:14 UTC;-73991315;4075976;-73964456;40757158;1
06/02/2014 17:38;11;2014-02-06 17:38:00 UTC;-73981957;40762742;-73987357;40741702;1
15/05/2014 20:06;75;2014-05-15 20:06:03 UTC;-7399152;40744626;-74005628;40744425;1
23/08/2009 04:53;149;2009-08-23 04:53:02 UTC;-73933083;40709495;-73911188;40769636;1
13/06/2011 09:57;73;2011-06-13 09:57:00 UTC;-73955662;40779745;-73967062;40763897;3
16/02/2012 07:02;129;2012-02-16 07:02:00 UTC;-7397245;40743339;-74013465;40707957;1
29/06/2013 11:34;105;2013-06-29 11:34:23 UTC;-73978878;40755949;-73973627;40782959;1
19/07/2013 17:55;23;2013-07-19 17:55:00 UTC;-73984058;40744152;-73944685;40708672;6
16/10/2014 23:33;3333;2014-10-16 23:33:34 UTC;-73981395;40759025;-73874333;40713575;1
10/11/2012 01:12;10;2012-11-10 01:12:00 UTC;-73980822;40738022;-73971272;4076027;1
10/03/2014 23:42;3283;2014-03-10 23:42:00 UTC;-73872997;40774072;-73985907;40753992;5
24/03/2011 18:01;69;2011-03-24 18:01:00 UTC;-7397906;40784825;-73956658;40780862;5
19/10/2011 21:46;73;2011-10-19 21:46:00 UTC;-73997962;4072436;-74007107;40706012;1
20/11/2009 20:59;57;2009-11-20 20:59:00 UTC;-73993273;40752083;-73977523;40751713;2
13/01/2010 13:18;3027;2010-01-13 13:18:00 UTC;-73870827;40773695;-73980992;40773367;2
01/07/2010 12:55;3147;2010-07-01 12:55:22 UTC;-73885182;40773015;-73974564;40764789;2
27/06/2011 07:28;69;2011-06-27 07:28:42 UTC;-7399151;40749896;-73970685;40758657;1
08/09/2012 01:09;9;2012-09-08 01:09:20 UTC;-73991657;40726588;-73973164;40755377;1
07/10/2011 00:20;93;2011-10-07 00:20:00 UTC;0;0;0;0;1
23/10/2013 12:19;19;2013-10-23 12:19:26 UTC;-73988795;40745048;-74011977;407095;1
07/10/2014 22:39;10;2014-10-07 22:39:00 UTC;-7399144;4075005;-7396812;4076002;1
07/06/2015 20:00;115;2015-06-07 20:00:06 UTC;-7,39939E+13;4,07463E+16;-7,39669E+16;4,07576E+16;1
01/02/2010 22:27;49;2010-02-01 22:27:51 UTC;-73979201;40786616;-73982364;40776241;1
04/07/2012 20:41;89;2012-07-04 20:41:00 UTC;-73981207;40741522;-7398608;40764332;4
19/03/2010 17:49;109;2010-03-19 17:49:00 UTC;-74011258;40702117;-73977902;40736605;5
21/01/2011 15:52;41;2011-01-21 15:52:00 UTC;-73973685;40763655;-73977427;40758158;1
22/02/2013 19:42;13;2013-02-22 19:42:00 UTC;-73980025;40742462;-7399539;40759697;1
13/10/2013 09:10;105;2013-10-13 09:10:00 UTC;-73993567;40745677;-73963445;40761692;1
21/11/2013 23:20;105;2013-11-21 23:20:00 UTC;-73853338;40727057;-7388075;40750162;1
18/10/2013 19:05;145;2013-10-18 19:05:00 UTC;-73972612;40744902;-7398179;40773597;1
08/10/2014 12:12;20;2014-10-08 12:12:00 UTC;-73962293;40779322;-73988627;40758482;1
21/05/2010 10:19;45;2010-05-21 10:19:00 UTC;0;0;0;0;1
21/09/2013 19:26;19;2013-09-21 19:26:27 UTC;-73984457;40768913;-74003205;40723961;1
27/04/2015 21:04;8;2015-04-27 21:04:42 UTC;-7,39748E+14;4,07617E+16;-7,39886E+16;4,0748E+14;1
09/09/2009 09:35;113;2009-09-09 09:35:08 UTC;-73959748;40771096;-73978509;40754128;1
03/09/2010 23:55;65;2010-09-03 23:55:00 UTC;-73972352;40689603;-73965095;40674978;5
06/02/2011 21:55;113;2011-02-06 21:55:00 UTC;-7398834;40737368;-74015327;40708527;1
26/06/2009 00:29;49;2009-06-26 00:29:00 UTC;-73986477;40755955;-73998243;40760828;1
28/05/2011 23:38;125;2011-05-28 23:38:00 UTC;-73960433;40761852;-74008807;40740675;5
20/08/2012 10:54;61;2012-08-20 10:54:17 UTC;-73987577;40741883;-7397462;40759207;1
08/04/2011 19:27;125;2011-04-08 19:27:56 UTC;-73995653;40749353;-73979814;40764962;1
31/03/2009 16:30;69;2009-03-31 16:30:00 UTC;-73967885;40762737;-73982037;40749842;1
10/01/2012 10:32;101;2012-01-10 10:32:00 UTC;-73982138;40771613;-73979167;40747027;1
10/01/2012 15:55;85;2012-01-10 15:55:00 UTC;-73967088;40793365;-73978238;4076467;1
01/04/2013 18:48;75;2013-04-01 18:48:00 UTC;-73985405;40735545;-7398591;40719287;2
07/11/2011 22:07;77;2011-11-07 22:07:24 UTC;-739849;406753;-740104;406552;0
26/05/2012 02:43;73;2012-05-26 02:43:53 UTC;-74006395;40739581;-73989386;40757779;1
18/02/2013 15:58;85;2013-02-18 15:58:42 UTC;-73962402;40778918;-73965316;40758176;1
30/05/2009 01:52;37;2009-05-30 01:52:03 UTC;-73988415;40734569;-73980204;40733579;1
16/05/2009 12:32;45;2009-05-16 12:32:02 UTC;-73977332;40749611;-7397263;40756788;2
04/06/2010 18:36;61;2010-06-04 18:36:47 UTC;-73969808;40764625;-73954908;40780872;1
09/10/2011 13:25;77;2011-10-09 13:25:51 UTC;-7400102;40731298;-73981303;40758857;2
15/12/2012 04:08;11;2012-12-15 04:08:00 UTC;-73958252;40712627;-73933667;40698092;1
18/05/2015 06:41;75;2015-05-18 06:41:13 UTC;-7,39738E+16;4,07408E+16;-7,39914E+14;4,07326E+16;1
27/10/2011 07:58;117;2011-10-27 07:58:06 UTC;-73996086;40760773;-74004948;40716265;1
27/11/2011 03:46;33;2011-11-27 03:46:00 UTC;-73991848;40725963;-73988868;40731467;1
20/12/2011 06:59;113;2011-12-20 06:59:57 UTC;-739837;407758;-739853;407413;0
14/08/2014 01:02;11;2014-08-14 01:02:15 UTC;-73946381;40816291;-73913808;40828628;1
11/08/2010 17:20;57;2010-08-11 17:20:56 UTC;-7397612;40788975;-73982032;40773267;1
22/12/2012 19:25;8;2012-12-22 19:25:00 UTC;-73978783;40766702;-73955945;40784937;3
05/11/2014 18:59;75;2014-11-05 18:59:00 UTC;-73965193;4079526;-7395256;40802177;1
18/10/2009 14:56;45;2009-10-18 14:56:02 UTC;-73985781;40762187;-73977863;40757178;1
22/08/2011 19:49;49;2011-08-22 19:49:16 UTC;-73993711;407417;-73981675;40749037;1
29/05/2012 20:24;201;2012-05-29 20:24:00 UTC;-73992832;4074789;-73950455;4067344;1
19/09/2013 21:51;95;2013-09-19 21:51:00 UTC;-73989347;40747592;-7396549;40771577;1
20/10/2014 19:24;5;2014-10-20 19:24:33 UTC;-73955145;40765156;-73962663;40773241;1
06/02/2010 22:11;85;2010-02-06 22:11:02 UTC;-73982488;40735336;-74005965;40719586;2
17/01/2011 12:12;4957;2011-01-17 12:12:30 UTC;-73988245;40757376;-73782388;40648766;1
11/08/2014 15:31;5;2014-08-11 15:31:00 UTC;-73969492;40757217;-7396629;40763272;1
04/09/2014 14:43;12;2014-09-04 14:43:35 UTC;-73995828;407403;-73991127;40755498;1
19/03/2015 09:26;9;2015-03-19 09:26:36 UTC;-7,39765E+16;4,07569E+16;-7,39623E+14;4,07791E+16;1
20/10/2014 10:22;115;2014-10-20 10:22:39 UTC;-7398062;4077496;-73975317;40752322;1
16/12/2014 22:27;6;2014-12-16 22:27:55 UTC;-73972679;40762085;-73956572;40767123;1
25/04/2015 15:37;7;2015-04-25 15:37:14 UTC;-7,39905E+16;4,07246E+16;-7,39879E+14;4,07191E+16;2
15/09/2009 13:16;3347;2009-09-15 13:16:31 UTC;-73862759;40768804;-73984802;40761568;1
04/10/2013 07:56;3033;2013-10-04 07:56:26 UTC;-7394974;40780359;-73872029;40774531;1
07/06/2015 14:01;3604;2015-06-07 14:01:23 UTC;-7,39743E+16;4,07503E+16;-7,38725E+16;4,07743E+16;1
13/02/2009 21:04;121;2009-02-13 21:04:00 UTC;-73992675;4069363;-74001012;40731683;1
07/11/2010 13:32;57;2010-11-07 13:32:00 UTC;-73970713;40761618;-73979352;4075009;1
27/01/2011 21:24;201;2011-01-27 21:24:52 UTC;-73988393;40723124;-73951509;40798642;2
21/06/2012 09:39;57;2012-06-21 09:39:00 UTC;-73983043;40763237;-73980812;40758727;1
17/12/2013 20:30;5;2013-12-17 20:30:49 UTC;-74006662;40733625;-73999555;40729789;1
